数据集名称,ltv_create_body,ltv_update_body,assert_ltv_name
数据集-903,"{""name"": ""新建LTV分析902"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析902"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析902
数据集-904,"{""name"": ""新建LTV分析903"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析903"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析903
数据集-905,"{""name"": ""新建LTV分析904"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析904"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析904
数据集-906,"{""name"": ""新建LTV分析905"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析905"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析905
数据集-907,"{""name"": ""新建LTV分析906"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析906"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析906
数据集-908,"{""name"": ""新建LTV分析907"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析907"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析907
数据集-909,"{""name"": ""新建LTV分析908"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析908"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析908
数据集-910,"{""name"": ""新建LTV分析909"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析909"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析909
数据集-911,"{""name"": ""新建LTV分析910"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析910"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析910
数据集-912,"{""name"": ""新建LTV分析911"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析911"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析911
数据集-913,"{""name"": ""新建LTV分析912"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析912"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析912
数据集-914,"{""name"": ""新建LTV分析913"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析913"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析913
数据集-915,"{""name"": ""新建LTV分析914"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析914"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析914
数据集-916,"{""name"": ""新建LTV分析915"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析915"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析915
数据集-917,"{""name"": ""新建LTV分析916"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析916"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析916
数据集-918,"{""name"": ""新建LTV分析917"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析917"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析917
数据集-919,"{""name"": ""新建LTV分析918"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析918"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析918
数据集-920,"{""name"": ""新建LTV分析919"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析919"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析919
数据集-921,"{""name"": ""新建LTV分析920"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析920"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析920
数据集-922,"{""name"": ""新建LTV分析921"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析921"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析921
