数据集名称,ltv_query_body,assert_data_len
数据集-970,"{""name"": ""LTV分析970"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-971,"{""name"": ""LTV分析971"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-972,"{""name"": ""LTV分析972"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-973,"{""name"": ""LTV分析973"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""editStatus"": ""true""}",8
数据集-974,"{""name"": ""LTV分析974"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""editStatus"": ""true""}",8
数据集-975,"{""name"": ""LTV分析975"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""editStatus"": ""true""}",8
数据集-976,"{""name"": ""LTV分析976"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-977,"{""name"": ""LTV分析977"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-978,"{""name"": ""LTV分析978"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""editStatus"": ""true""}",8
数据集-979,"{""name"": ""LTV分析979"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""editStatus"": ""true""}",8
数据集-980,"{""name"": ""LTV分析980"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""editStatus"": ""true""}",8
数据集-981,"{""name"": ""LTV分析981"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-982,"{""name"": ""LTV分析982"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-983,"{""name"": ""LTV分析983"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-984,"{""name"": ""LTV分析984"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-985,"{""name"": ""LTV分析985"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-986,"{""name"": ""LTV分析986"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-987,"{""name"": ""LTV分析987"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-988,"{""name"": ""LTV分析988"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""editStatus"": ""true""}",8
数据集-989,"{""name"": ""LTV分析989"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-990,"{""name"": ""LTV分析990"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-991,"{""name"": ""LTV分析991"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-992,"{""name"": ""LTV分析992"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""editStatus"": ""true""}",8
数据集-993,"{""name"": ""LTV分析993"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-994,"{""name"": ""LTV分析994"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""editStatus"": ""true""}",8
数据集-995,"{""name"": ""LTV分析995"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-996,"{""name"": ""LTV分析996"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
数据集-997,"{""name"": ""LTV分析997"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": []}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": []}, ""editStatus"": ""true""}",8
数据集-998,"{""name"": ""LTV分析998"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""editStatus"": ""true""}",8
